unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,resolution_description,incident_zip,city,borough,latitude,longitude
52047606,2021-10-02T04:30:31Z,2021-10-02T05:41:19Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department reviewed your complaint and provided additional information below.,11209,NA,BROOKLYN,40.62143024991837,-74.02297847700227
52047661,2021-10-02T04:44:13Z,2021-10-02T04:49:16Z,NYPD,noise - vehicle,Car/Truck Horn,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11432,JAMAICA,QUEENS,40.71720288390533,-73.80341911349899
52047662,2021-10-02T04:39:57Z,2021-10-02T04:50:40Z,NYPD,noise - vehicle,Car/Truck Horn,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11366,FRESH MEADOWS,QUEENS,40.72445772523062,-73.81021642584223
52047676,2021-10-02T05:13:17Z,2021-10-02T05:53:33Z,NYPD,illegal parking,Posted Parking Sign Violation,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11209,NA,BROOKLYN,40.61849978594666,-74.0395757091663
52047701,2021-10-02T05:36:19Z,2021-10-02T05:57:25Z,NYPD,illegal parking,Posted Parking Sign Violation,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11421,WOODHAVEN,QUEENS,40.688190104280885,-73.85052454467005
52047710,2021-10-02T05:01:28Z,2021-10-02T05:01:28Z,DOT,street condition,Pothole,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,11105,Astoria,QUEENS,40.773252428074706,-73.9042155635691
52047716,2021-10-02T05:47:34Z,NA,DSNY,other,Spilled Garbage,In Progress,The Department of Sanitation investigated this complaint and found no condition at the location.,11368,CORONA,QUEENS,40.74409268087285,-73.85478386774722
52047734,2021-10-02T05:19:54Z,2021-10-02T05:58:58Z,NYPD,noise - vehicle,Car/Truck Horn,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11109,LONG ISLAND CITY,QUEENS,40.74806813205304,-73.95666969367451
52047743,2021-10-02T04:08:57Z,2021-10-02T05:27:38Z,NYPD,noise - vehicle,Car/Truck Horn,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11236,BROOKLYN,BROOKLYN,40.64569027390154,-73.91203094096106
52047750,2021-10-02T04:03:10Z,2021-10-02T05:34:40Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10002,NEW YORK,MANHATTAN,40.72082573882578,-73.9879651165761
52047757,2021-10-02T04:36:57Z,2021-10-03T05:00:18Z,DOHMH,other,Customer Proof of Vaccination Not Checked,Closed,Thank you for your report. It will help the City ensure that the vaccine mandate is being enforced safely.,10017,NEW YORK,MANHATTAN,40.75405004206811,-73.96852622070752
52047776,2021-10-02T05:48:49Z,2021-10-02T06:00:28Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10025,NEW YORK,MANHATTAN,40.80027064646156,-73.96584601974453
52047781,2021-10-02T04:28:21Z,NA,DOHMH,indoor air quality,Chemical Vapors/Gases/Odors,In Progress,NA,11224,BROOKLYN,BROOKLYN,40.57330235086117,-73.99388786011767
52047796,2021-10-02T05:02:42Z,2021-10-02T05:17:47Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11216,BROOKLYN,BROOKLYN,40.686815268357435,-73.95461095653465
52047828,2021-10-02T04:36:42Z,2021-10-02T04:49:22Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11205,BROOKLYN,BROOKLYN,40.694764125549845,-73.95461996986263
52047836,2021-10-02T04:46:02Z,2021-10-02T04:47:35Z,NYPD,noise - commercial,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,10001,NEW YORK,MANHATTAN,40.744513364500804,-73.99266679318136
52047846,2021-10-02T04:02:14Z,2021-10-02T04:24:58Z,NYPD,noise - park,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10035,NEW YORK,MANHATTAN,40.79665494538755,-73.92382948464403
52047865,2021-10-02T05:49:59Z,2021-10-02T05:59:43Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11040,NEW HYDE PARK,QUEENS,40.751922349497505,-73.70272970110325
52047873,2021-10-02T04:57:02Z,2021-10-02T05:05:56Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department reviewed your complaint and provided additional information below.,10026,NEW YORK,MANHATTAN,40.80348964018552,-73.9560592989172
52047882,2021-10-02T05:25:50Z,2021-10-02T05:53:24Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10472,BRONX,BRONX,40.83390078140513,-73.87628459205663
52047884,2021-10-02T04:33:23Z,2021-10-02T04:49:05Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint and took action to fix the condition.,10027,NEW YORK,MANHATTAN,40.81040823159513,-73.95386198314469
52047886,2021-10-02T04:03:48Z,2021-10-02T05:14:59Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10451,BRONX,BRONX,40.8187438042054,-73.91880396407264
52047890,2021-10-02T04:33:28Z,2021-10-02T04:57:59Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10463,BRONX,BRONX,40.87732238305897,-73.90917876616729
52047896,2021-10-02T04:44:42Z,2021-10-02T05:26:36Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10021,NEW YORK,MANHATTAN,40.76570600686998,-73.95704809976088
52047905,2021-10-02T04:00:41Z,2021-10-02T04:38:46Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11211,BROOKLYN,BROOKLYN,40.71243823269302,-73.9434871687789
52047906,2021-10-02T04:22:09Z,2021-10-02T04:35:03Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11204,BROOKLYN,BROOKLYN,40.61484421609221,-73.98619770564486
52047910,2021-10-02T05:07:07Z,2021-10-02T05:53:03Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department reviewed your complaint and provided additional information below.,10459,BRONX,BRONX,40.82235114358408,-73.89286845114846
52047913,2021-10-02T04:51:01Z,2021-10-02T05:30:57Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10128,NEW YORK,MANHATTAN,40.782580186814954,-73.94914734277953
52047917,2021-10-02T04:24:44Z,2021-10-02T05:52:12Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11105,NA,QUEENS,40.77183373150938,-73.90461835230823
52047921,2021-10-02T04:49:51Z,2021-10-02T05:48:12Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11230,BROOKLYN,BROOKLYN,40.62923998368745,-73.96879043074365
52047923,2021-10-02T04:32:22Z,2021-10-02T04:40:38Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10017,NEW YORK,MANHATTAN,40.75387699991748,-73.96807874069368
52047926,2021-10-02T04:46:23Z,2021-10-02T05:48:21Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10011,NEW YORK,MANHATTAN,40.74706062681524,-74.00476387948224
52047942,2021-10-02T04:41:28Z,2021-10-02T05:16:08Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10032,NEW YORK,MANHATTAN,40.83851486686906,-73.93789046489249
52047954,2021-10-02T04:44:45Z,2021-10-02T05:51:16Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10012,NEW YORK,MANHATTAN,40.72676048922944,-73.99678896879568
52047958,2021-10-02T04:03:30Z,2021-10-02T04:47:25Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11233,NA,BROOKLYN,40.68213993192516,-73.91431921431605
52047959,2021-10-02T05:14:07Z,2021-10-02T05:55:41Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10031,NEW YORK,MANHATTAN,40.82015993990901,-73.95315791994004
52047992,2021-10-02T04:59:55Z,2021-10-02T05:24:00Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11217,BROOKLYN,BROOKLYN,40.682667984142846,-73.98775567215878
52047995,2021-10-02T04:08:35Z,2021-10-02T04:53:34Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10032,NEW YORK,MANHATTAN,40.83281012004573,-73.94075780251828
52047997,2021-10-02T05:05:14Z,2021-10-02T05:18:59Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11237,BROOKLYN,BROOKLYN,40.69108709976507,-73.90295251156718
52047998,2021-10-02T04:20:18Z,2021-10-02T04:38:00Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10467,BRONX,BRONX,40.876412614079854,-73.88064958521304
52047999,2021-10-02T05:29:38Z,2021-10-02T05:50:01Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department reviewed your complaint and provided additional information below.,11367,FLUSHING,QUEENS,40.73552570986641,-73.83788645116906
52048005,2021-10-02T04:00:14Z,2021-10-02T04:18:00Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10009,NEW YORK,MANHATTAN,40.72391718064869,-73.97586417694865
52048009,2021-10-02T04:40:11Z,2021-10-02T05:17:54Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10025,NEW YORK,MANHATTAN,40.79952475913887,-73.95946788538738
52048010,2021-10-02T04:03:13Z,2021-10-02T05:59:55Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10032,NEW YORK,MANHATTAN,40.83111691175663,-73.94130495765442
52048011,2021-10-02T05:20:22Z,2021-10-02T05:48:39Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10039,NEW YORK,MANHATTAN,40.826085060066916,-73.93977374946542
52048024,2021-10-02T05:30:45Z,2021-10-02T05:34:15Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10465,BRONX,BRONX,40.81151854515504,-73.83534599955779
52048036,2021-10-02T04:17:42Z,2021-10-02T04:24:34Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department reviewed your complaint and provided additional information below.,10026,NEW YORK,MANHATTAN,40.79739131283645,-73.9504181922386
52048050,2021-10-02T04:22:37Z,2021-10-02T04:54:21Z,NYPD,noise - street/sidewalk,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,10012,NEW YORK,MANHATTAN,40.72670835063373,-74.00275643361864
52048071,2021-10-02T04:09:04Z,2021-10-02T04:21:50Z,NYPD,noise - street/sidewalk,Loud Talking,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10031,NEW YORK,MANHATTAN,40.82417265543946,-73.9530069547366
52048080,2021-10-02T04:02:19Z,2021-10-02T04:19:59Z,NYPD,noise - street/sidewalk,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,11362,LITTLE NECK,QUEENS,40.75205904194588,-73.72805908458943
52048084,2021-10-02T04:17:59Z,2021-10-02T05:35:14Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11212,BROOKLYN,BROOKLYN,40.6701111766495,-73.91279179609562
52048091,2021-10-02T05:10:55Z,2021-10-02T05:29:43Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and took action to fix the condition.,10033,NEW YORK,MANHATTAN,40.84654166145122,-73.9352047014882
52048092,2021-10-02T05:18:46Z,2021-10-02T05:30:30Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10031,NEW YORK,MANHATTAN,40.82141388579087,-73.95220680970206
52048093,2021-10-02T05:40:57Z,2021-10-02T05:42:41Z,NYPD,noise - street/sidewalk,Loud Talking,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10031,NEW YORK,MANHATTAN,40.82417265543946,-73.9530069547366
52048097,2021-10-02T04:02:04Z,2021-10-02T04:24:05Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11233,BROOKLYN,BROOKLYN,40.68240945060359,-73.93149908547653
52048099,2021-10-02T04:24:51Z,2021-10-02T05:03:35Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11419,SOUTH RICHMOND HILL,QUEENS,40.69122762829553,-73.82639009842379
